"Humidity" "CO2" ""
"1" 23.8145083974504 5.18941459112853 0
"2" 23.2086555313879 3.49195622088589 0
"3" 24.5367835174162 4.02425004214383 0
"4" 26.6592729409593 5.94462717419685 0
"5" 23.5601772768304 3.93060948414469 0
"6" 24.3905254892999 4.73866658169709 0
"7" 22.9108125056089 4.83769651845322 0
"8" 24.3801144019825 5.17831258257929 0
"9" 24.6535249616264 6.2465115926607 0
"10" 24.3707133515652 4.36376031245721 0
"11" 23.7173610195843 5.1368278569744 0
"12" 25.1390142959414 5.59959420123326 0
"13" 24.3071092954487 5.16992314129329 0
"14" 24.6070360902317 4.23168793836792 0
"15" 23.4401402753504 3.95461735518674 0
"16" 23.7978202839748 4.01453330109022 0
"17" 23.7389223154873 3.23308073237701 0
"18" 24.8997361207531 5.7586305226376 0
"19" 25.1086214319164 7.05235635014192 0
"20" 24.5560110945582 4.74080464002074 0
"21" 23.0152378764788 5.17501842056318 0
"22" 25.3585332321663 4.10758883968519 0
"23" 24.7005787920607 4.74530611415641 0
"24" 24.1547649102666 6.23431612889142 0
"25" 24.9401221584002 5.43463930871137 0
"26" 25.698306037335 4.89412830231711 0
"27" 23.9486350457181 5.76740529349592 0
"28" 25.7201528361457 5.83628359107643 0
"29" 24.4125086431567 5.6970659753062 0
"30" 26.4175962180586 5.25402529372347 0
"31" 25.1198822706782 8.02065579787929 0
"32" 23.8885886777057 2.78142081388854 0
"33" 25.7559575881136 7.23827218373921 0
"34" 23.9471320617018 3.84864438490068 0
"35" 24.2741701968056 6.08067096993765 0
"36" 25.5116073059524 5.02245176365013 0
"37" 23.8145511893937 5.43529541691949 0
"38" 26.1999557418158 5.36970732806827 0
"39" 24.0169417164786 5.71094913340471 0
"40" 24.6954734086312 5.65555826120059 0
"41" 26.3328237370166 10.1467166223603 1
"42" 24.3507101622867 7.69521377454939 1
"43" 28.7220741895295 8.33239346889761 1
"44" 24.7724846090618 10.5163775878691 1
"45" 23.405013280798 6.49587522252651 1
"46" 26.79713334042 7.47260828643076 1
"47" 26.9036926364808 8.43939577666074 1
"48" 26.4895245265751 8.81629678812124 1
"49" 26.8619026811524 7.24927143871941 1
"50" 27.5189580305673 8.32606398188992 1
"51" 25.7265970717445 9.99926091960743 1
"52" 26.8392029589873 9.28222236698529 1
"53" 23.7556781818527 10.6670598790807 1
"54" 25.8064797922665 7.50806671600916 1
"55" 29.0293237049443 11.7767859681409 1
"56" 28.9163017422978 12.7659199369974 1
"57" 24.4640449982621 4.92306596575864 1
"58" 25.4797395026791 8.46947299214628 1
"59" 25.8215913708568 10.1219766675726 1
"60" 26.1713312383801 9.7263101746491 1
"61" 28.9706987381782 8.26086516196817 1
"62" 28.5367882680594 10.9507126774284 1
"63" 27.2252375199077 12.3368086196424 1
"64" 28.5218506744851 10.7001035755399 1
"65" 27.0588009991437 7.78130421749208 1
"66" 24.7279785269002 7.12462951517583 1
"67" 25.5041365824551 7.35480534324264 1
"68" 25.2997070480954 9.35493477243746 1
"69" 23.3733906958415 4.99635432930387 1
"70" 25.9834619446096 10.0747247327616 1
"71" 24.4434252918675 10.5892692130346 1
"72" 23.6376777506114 8.91618548583047 1
"73" 26.2104074164878 10.0323848167054 1
"74" 28.6649307519986 13.5512715972495 1
"75" 26.0281311410858 10.2704758722657 1
"76" 24.5129636478859 10.8426590038673 1
"77" 27.4003871546427 10.8997784515551 1
"78" 25.5412957628897 11.1899874329065 1
"79" 30.0959288292987 12.7059932100022 1
"80" 24.7438925944077 8.94492235184952 1
"81" 25.5580133875504 8.38451165523955 1
"82" 27.0479300850196 9.73529983532706 1
"83" 24.1577380103441 9.3080620704798 1
"84" 23.8469921476529 8.99646870731292 1
"85" 26.120891244958 9.44662928929415 1
"86" 27.1735427973321 10.1862575010317 1
"87" 27.7593618328929 10.149027090033 1
"88" 25.6204756076035 11.6305701666855 1
"89" 25.8470340049218 11.8056314340128 1
"90" 28.5168819807556 11.849102548568 1
"91" 25.8805014331103 9.32894493176371 1
"92" 26.3420979464891 8.07355284929456 1
"93" 29.0776988146252 9.00733629321121 1
"94" 25.4135143026367 9.21095068253933 1
"95" 25.7225087860277 10.1977548015226 1
"96" 25.5742494973302 8.52043881853267 1
"97" 27.422001370191 9.67357235148357 1
"98" 29.4524566698051 15.0631926827781 1
"99" 27.3187585098756 7.06509508169247 1
"100" 27.3351090081722 11.4845030962213 1
