"price" "footage" "age" "renovation" "transport" "center" "supermarket" "park" "two.bathrooms"
2242.83869718407 20.427713567391 36.7757335342467 9.98993435036391 363.289007741061 8078.33078421701 558.970097960305 1579.91132518789 FALSE
5386.54455381586 106.75686111534 20.4930241703987 6.08154764492065 602.749829066519 9048.29305766876 816.699361564978 1376.10720092477 TRUE
3693.58496099346 54.5697021791711 11.1363925300539 10.7529045464471 475.964430873691 7281.31131824033 598.273479502739 1546.28690078249 TRUE
3942.20174292237 99.9200600301847 29.2875597290695 8.24627680610865 389.459991516127 8269.74070967154 649.98655524503 1440.75336347381 FALSE
3838.88090149059 51.9475770308636 20.7877214252949 3.19544504676014 495.278723686973 5721.60028472638 699.789106402361 576.898446389008 FALSE
3166.06089655898 66.6270464225672 22.2170962579548 6.9938424769789 348.990699818574 6896.44619961001 580.323171424639 1573.37295527617 FALSE
2661.35587842893 26.4891785657965 17.3072227239609 11.6551487501711 443.568420906482 7095.25153911064 638.818912399965 1074.96587879304 TRUE
4436.50580759775 117.595552839804 40.7407638393342 3.04330409690738 482.736894903509 8422.61399337733 655.235057832492 1582.45539768087 FALSE
5281.51071180642 137.327355735935 33.7430725321174 2.89308788068593 485.495596741976 2821.11690015844 610.207495344241 798.164983801544 FALSE
5495.63968479819 108.813957282808 32.5572630651295 0.489225712604821 600.547897646776 8932.52942595799 698.639500041199 923.11007528333 TRUE
5643.23023680687 98.9743802398443 23.7505021207035 6.61947913002223 438.50942014316 5673.5315746021 569.082441110447 900.379331580829 TRUE
3880.22286717922 72.5231839427724 44.67160532251 0.946787084452808 465.430616747116 8963.25500924443 640.870675870148 867.617344196886 FALSE
6111.23146429972 156.927063539624 44.3737219162285 6.10815570037812 401.384223360664 7459.63298489531 551.856855382748 530.493407737464 TRUE
5701.33106483873 108.31091165822 29.5186179317534 11.7183430027217 405.425524129057 6309.89562643528 622.133770979342 1214.70228697313 TRUE
3108.45682207336 30.9126386097632 28.7008816041052 9.97070097830147 269.859254213225 1619.42572386525 438.351384302664 145.759506837931 FALSE
3302.55714943206 48.3524466208182 19.9178187251091 3.70338782295585 406.314604495614 7038.49158505674 688.045228209288 481.616125060711 FALSE
6137.70375640569 139.562028272543 18.2915538810194 9.51067934185266 465.17346808133 6360.88094152419 648.107560244359 129.23486364726 TRUE
6507.96624190349 153.328375035431 24.2823723107576 1.9663843838498 477.585964494275 678.781720645671 736.779363819159 1293.76816774067 FALSE
4642.74877702949 107.283703046385 45.194864615798 3.91066082753241 703.574948227007 790.078266008279 954.700163122276 1542.33448537858 FALSE
5751.83210736236 77.3859487809241 25.9781802631915 9.89805010892451 481.659840851382 2680.15796115823 692.387619675981 84.6105962619185 TRUE
