"price" "average.length" "release.country"
64.3652055807038 9.13329166054736 "Germany"
41.42730295904 4.99081704646703 "Germany"
59.5467947253738 1.58924248900356 "Germany"
58.6792311690478 8.05953816796768 "Germany"
55.1550431784226 1.53201224194999 "Germany"
65.9815247870206 2.2881955159367 "Germany"
51.6381628734235 6.0179696888456 "Germany"
53.2154870497381 8.88884709802713 "Germany"
45.0978006287199 7.07467761857876 "Germany"
70.2029511462197 4.66243803653953 "Germany"
69.4639272740715 3.4724563249034 "Germany"
59.2566770742406 4.11623277301532 "Germany"
68.8275527360585 4.60247996641511 "Germany"
54.165358321088 4.11859315753245 "Germany"
64.4496955043759 1.62037218357689 "Germany"
51.4246043538165 5.23507555103216 "Germany"
39.2944720013589 11.2198117785323 "Germany"
74.2936506772686 2.32409233510469 "Germany"
83.3309722842588 3.70566831966243 "Germany"
55.3625516143807 8.1021095674746 "Germany"
66.3876115522881 4.28376252125397 "Germany"
51.8547760265589 7.88541417868059 "Germany"
48.2217282285573 10.3198425761146 "Germany"
67.3933415939623 0.626185638038657 "Germany"
70.8026350178653 4.02575057989519 "Germany"
79.9062611016985 8.91065958243398 "Germany"
57.0648788526257 7.75111211175088 "Germany"
63.6182886587214 8.7698675354561 "Germany"
59.579393665679 5.57359947737924 "Germany"
51.4269899187166 4.75080322417704 "Germany"
52.2394047235876 8.10919770210726 "Germany"
76.4420258443871 12.1287219670629 "Germany"
55.0682007370426 6.25475779164594 "Germany"
53.9256297040099 4.03748758564092 "Germany"
49.0800208242158 8.40787110194678 "Germany"
65.6834030882327 7.52126752036694 "Germany"
32.0012126530152 4.04827424206369 "US"
22.2879070217371 2.503531012504 "US"
18.5905500057589 4.60788275147387 "US"
20.199974328808 5.41337844191805 "US"
34.7338959329022 4.73290261196285 "US"
8.98244016433606 3.4087071938656 "US"
23.7617604721381 3.78494595507045 "US"
43.5229427965931 4.63374330256619 "US"
41.5383264464977 3.57561477352723 "US"
40.4963032492048 3.26347371039548 "US"
22.9285523832013 2.65091025509409 "US"
39.8393926542376 3.5923117311142 "US"
26.7937328393531 5.01453450756948 "US"
32.0652936771076 6.77726835854188 "US"
29.4550240185618 5.70151204783538 "US"
31.8477547102641 5.22158852456984 "US"
38.3289168612968 4.36134019689972 "US"
22.6617150339353 5.18934144242985 "US"
28.7506179265093 3.12522601917029 "US"
33.4975540230134 4.49146609155194 "US"
22.5403839259853 3.66044469598341 "US"
32.6663384030578 3.32564798449427 "US"
16.332159161802 4.21542005754135 "US"
17.3982738579872 1.49845988283714 "US"
0.929616930928251 3.59772477866298 "US"
30.9470673475129 3.50699336070725 "US"
63.2861999982651 2.90028629534618 "US"
46.4852295448245 5.10198210253162 "US"
32.3667541058768 4.50635482289703 "US"
22.3228524076115 4.06226683263535 "US"
28.2539907698424 2.42239622318648 "US"
31.4151964319536 3.88794367058265 "US"
34.1394895540418 3.36279017596515 "US"
43.7887330926599 5.606036064816 "US"
26.3650123503734 5.33969791275542 "US"
21.3703015757743 4.13997804431593 "US"
45.599430598801 4.17799709327853 "US"
23.6650975714563 6.82317146635121 "US"
45.4740299115125 5.92684847985841 "US"
11.6810890780485 3.28030569547093 "US"
40.0835835151573 5.74069254843623 "US"
34.9659497400971 4.44060089410432 "US"
38.387125658203 2.73928956523606 "US"
16.5313999290407 3.26303614948809 "US"
3.99768083485442 3.21530335270321 "US"
44.642322825423 3.54275588766632 "US"
58.5581628583503 2.26146456537731 "US"
40.6897679070904 3.05838778161999 "US"
44.9371461299898 4.89356361368713 "US"
49.7144653766645 5.0746641200171 "US"
50.4913402525258 5.08625521315708 "US"
33.420475703835 3.2489206337666 "US"
6.32013121157798 6.31222813482973 "US"
23.8423296991346 5.27428201037992 "US"
26.8798173809369 3.61168246302328 "US"
36.3145969994096 2.99831865200551 "US"
10.9626086407383 5.96363377475116 "US"
28.8028595891715 2.83674862373556 "US"
37.0059273483231 3.6102796117364 "US"
12.0958945514117 4.5095462162635 "US"
44.5887229570795 5.1405705683195 "US"
36.1920231394907 5.0555748252256 "US"
49.3587167355903 3.8075952621976 "US"
32.1428876261811 5.61501713033503 "US"
32.210775691107 4.7478363218567 "US"
44.1768602660341 4.24090009356934 "US"
11.8031326023442 6.56877357560313 "US"
19.281534413557 2.28066209933773 "US"
29.8991567942473 2.61604116776216 "US"
26.7172811408196 3.38106149231412 "US"
30.4494580762754 2.34170076219683 "US"
11.9457886969184 5.11298226739156 "US"
17.3896980123425 5.24890260601026 "US"
31.0064050801936 5.80023992511147 "US"
42.8980144722585 4.45284480646801 "US"
37.0088762721909 4.80721670920959 "US"
24.87096120766 4.03747517522996 "US"
16.3035675332635 3.75693313437758 "US"
18.0024364869675 6.4084921618539 "US"
2.33805280808022 4.38326676603343 "US"
32.8421214525965 3.08587585143997 "US"
41.0945108016011 3.34223019783811 "US"
59.9740334558683 3.29661977824991 "US"
12.756597498603 4.77839568619578 "US"
35.4812031611665 3.6109976680384 "US"
35.9105346094475 8.31126277671481 "US"
50.0985320049385 4.84177532922078 "US"
41.1599416698625 5.79233692157421 "US"
49.9534608690047 4.23038888030167 "US"
33.2331122413667 6.51043240789636 "US"
33.3687408652554 5.0274229180423 "US"
29.109977930363 3.96793626964777 "US"
30.9483357845708 5.90287696142959 "US"
39.3310805420466 4.71627626072347 "US"
30.8386941083479 4.67099353956407 "US"
31.3205531354558 4.17714080565624 "US"
38.7694461174014 6.39639072895023 "US"
35.257509788442 5.4331481778919 "US"
13.6011906174808 4.44804024425498 "US"
31.3390992245322 2.71953836863813 "US"
38.9125680298276 5.61994160597364 "US"
29.2122001029324 4.27954647594543 "US"
17.9702685903847 2.4073532575519 "US"
8.74608413619701 5.56402184182511 "US"
24.6488935385661 1.44417489501135 "US"
33.8749965151925 4.95461374484408 "US"
29.9991513635184 5.7106109325019 "US"
26.4471190787399 4.96465482467015 "US"
38.4981276742307 5.09535080648122 "US"
22.796306616463 4.23164265174056 "US"
34.7121528663652 3.74506545313166 "US"
39.1277323388137 1.28072276437403 "US"
28.4124477789367 4.89211147685165 "US"
18.5901547639547 4.66429318511096 "US"
42.9060967501252 2.76317805591185 "US"
16.3731761298774 4.20139815419086 "US"
31.5932815547645 5.83708139078321 "US"
47.9499459888794 4.73400113623266 "US"
-5.47798916320217 5.88420597445104 "US"
26.1391104460009 2.35804620932868 "US"
43.9503433793403 2.44049449964043 "US"
23.8284409651024 4.07980947739361 "US"
31.3873793795781 4.10024596120561 "US"
24.0110020226807 4.00202617244644 "US"
48.4744264625828 3.82996028362887 "US"
26.468780129011 5.35074729230506 "US"
19.5156601349484 3.31007431942321 "US"
14.4793469945488 2.49939398081443 "US"
28.6742050678267 4.03100097034815 "US"
55.9126804279723 4.39905708028856 "US"
65.5737632559242 3.70862192479053 "US"
33.6023741051674 4.43043366476072 "US"
18.970487570963 4.50610406534073 "US"
30.7816197375609 4.77291903322683 "US"
8.13611802493063 3.5768458189099 "US"
26.7795871889029 4.75949546527821 "US"
