"X1" "X2" "X3" "X4"
"1" 3.45880209794039 7.22484696524243 0.459631451978657 3.48494730821805
"2" 2.12106650546243 5.59217058602471 1.57278433317257 3.01066274519533
"3" 2.59676357296345 4.72842848730918 0.497586308967949 2.84037738095719
"4" 3.24151742096814 5.74607505851785 1.26226310954383 3.69950640227410
"5" -0.200766544655836 4.95293748875859 -2.59572358472551 0.401994353195007
"6" 1.80919507734233 6.27410075170627 1.06640797722162 4.03072544587508
"7" 1.46721156562261 4.17259674266438 -0.327582576520791 1.85124903536387
"8" 1.33417617292017 5.76854493140673 -0.253559506638901 2.02462027268124
"9" 1.71248825303713 3.48458347253872 0.794643553732528 1.13075343796402
"10" 1.38088436865228 4.75544469544827 0.819698061934029 1.48401538656398
"11" -0.617253862330017 4.45949010784357 -0.337002930621986 1.34546852906160
"12" 1.56079757437299 4.42047859822755 0.518851405165299 2.04562096859631
"13" 3.12761636516379 5.4376552436042 0.0424995456707924 0.606154887169063
"14" 4.45098481708025 5.83434895336613 0.0828857978594001 2.67425273434705
"15" 0.315848943232766 4.16536545602717 0.117430621630192 0.629089686084774
"16" 1.85302704995912 5.19651829986532 0.490435001497661 2.03603882420348
"17" 2.33761709482648 5.81303340026245 -0.89968725669817 2.3743011512552
"18" 1.12002694199021 4.45696923792052 -2.09714345408596 1.37272168455845
"19" 2.79763050526682 5.28903483007415 0.799934590689767 2.08774700861571
"20" 1.23403914506045 3.67693675259840 -0.739144323029702 1.23387835432705
"21" 0.936127551318956 3.74792074586987 -2.01114711746539 0.76104920072652
"22" 2.72224677943937 5.88815258584949 0.394425449804131 1.68267527660506
"23" 2.4686560733671 5.37672112677202 0.598118481275077 2.29704139246919
"24" 2.43834333838301 4.6650279956204 0.109187400176651 2.22427450255473
"25" 1.01704979377684 4.77544660824817 -0.776373586611142 2.43647126819190
"26" 2.37739784359416 5.29347102250552 -0.21739915675605 1.72089951960924
"27" 0.254985049939095 5.05364703010068 -1.08082797249833 0.905230314041839
"28" 1.40325672818608 5.48730367645222 1.08038642105317 2.30237035622422
"29" 2.85152411390971 4.5228985219533 0.128409585090531 2.03446019407303
"30" 2.75297320012887 5.35416312168547 0.374576543004091 2.74144520387344
"31" 1.03108335963217 4.60820955692365 0.489657761399629 1.99929115921784
"32" 1.66961000969335 5.38035769674727 0.311629586589714 2.68854171128371
"33" 1.98627871177267 6.10078846991323 0.563340266887818 2.4807448020459
"34" 1.39197900327990 2.83805004873913 0.229222612845160 2.27652277036888
"35" 1.43951057224926 3.69899854874602 -0.967560519637032 1.77595991276505
"36" 1.92008143770875 7.30268804032398 -0.366473123811393 2.26396047235233
"37" 4.01450238939239 5.43691275297084 3.04332822446721 2.77978307732332
"38" 0.87537557433639 3.79346696903013 -2.15112700514227 0.768791820378075
"39" 0.100932287424382 4.42401439317831 -0.470406893257714 1.43756900026187
"40" 1.95252662074636 4.65775916963894 -0.259609907851840 2.18173876505577
"41" 2.62382440046724 5.99651130054333 -0.00864726467820069 2.60092499831779
"42" 1.32385794124981 4.38312008524776 -1.43147286523946 2.79747801719218
"43" 0.147567305223237 5.43509596020224 0.851005578594447 1.52721072277254
"44" 3.15205837229634 6.14544270252127 -1.20137169073265 2.62485316844201
"45" 0.59327962059903 5.6145686873839 0.292335277237599 2.70122894493884
"46" 0.821087812910497 4.94130846565439 -0.496800247003457 1.85339413241044
"47" 1.75200896189225 4.22807618623207 0.88613075266396 2.52272335175664
"48" 3.79058546033154 5.68988702702828 1.40771485661258 2.8315358516465
"49" 4.35344989583978 6.60843262271534 1.43970761022565 3.89077767441835
"50" 1.89718753206458 4.42073566742099 0.29212199690077 1.33680312253763
