"am_day1" "pm_day1" "am_day2" "pm_day2" "am_day3" "pm_day3"
"1" 36.8924692688845 39.6598230241834 35.0397884863634 58.9945982274087 21.6289892252402 35.4561508395906
"2" 8.82415348880492 64.0627386718263 25.784408238036 57.6292841062361 22.3629016292192 48.3419212993614
"3" 25.1411056558855 39.1132298385242 17.4817525528247 45.3398136730482 36.907678920716 21.275214847522
"4" 9.87842687604647 43.6306581054774 6.54910989661191 34.1913262275646 27.3271425506838 40.6095910950493
"5" 31.0139542796842 69.7709279702151 12.1737440013794 51.9760317804003 31.3865913449361 36.8166627548889
"6" 22.3160275813715 33.6605611352505 1.2949918202935 50.275987400367 36.2122647426746 45.9965866610221
"7" 18.4952598806849 52.3102262746162 7.65690343772975 39.7678659000288 11.8896299273999 32.957307586461
"8" 24.8222768550951 43.3053565016754 23.378555060772 50.3989395754382 22.6532813645003 50.1786303414328
"9" 41.491511209451 49.7690233521151 26.4750525857736 46.8590055804274 43.8741063068093 70.693337306257
"10" 33.1120717577903 73.7132490189948 53.6691478871023 56.4238486181503 38.5599461532522 67.2753794817809
"11" 18.7728137723726 49.6432412552173 14.6779436309264 63.8643020341181 12.8660237854134 43.6620963068357
"12" 26.0787922135213 66.1174020720351 28.1340865713283 58.1306503870535 31.6493494530629 60.9542257170482
"13" 41.0194324001595 58.6053513339806 27.8821028054499 53.0136854211289 40.6539430747492 52.7705636721672
"14" 15.8540974490171 27.7237925361223 17.0061233618938 36.7352206799698 7.06081230653373 41.8822443334442
"15" 13.9850627353656 44.4308346392914 24.2890851406203 39.2146379016741 23.8904588311649 31.2961759798807
"16" -0.542661557051009 49.3480430537322 29.8159791245173 66.7853801748451 39.3374697995066 48.6467811970329
"17" 43.1901430529689 66.2309459222893 27.696892391188 60.1830906718 23.2949941402599 60.1304055808338
"18" 52.7843132986153 55.3029225739817 31.4481783090674 63.6688795922084 27.4428849753132 64.6880522707559
"19" 14.2779084549485 44.5055623295992 36.6691840007336 49.4976515474287 43.9076113037369 62.172606611281
"20" 24.5901576986728 42.3049746217105 29.2505653118843 51.4363548191486 46.626189459971 56.3485848079527
"21" 21.568905213469 47.1442625728439 35.2866686121866 45.0381393083605 19.9535667732211 53.3545432397605
"22" 41.682477982828 46.7843471078392 38.701079309808 68.860656081848 37.2867572143136 49.7185502980912
"23" 30.6005957227752 44.2238691591116 49.2511240971772 52.9038843250925 25.6064984024401 50.7552109170619
"24" 18.2119851930245 60.0695370553393 41.273117760533 43.3392275138497 24.432190053729 49.4291018459829
"25" 22.6703477745704 41.1289958735778 35.0440136870412 40.629231813529 28.0980012202531 54.9432735367359
"26" 47.9881156206682 48.6694747930642 25.5282681953331 41.5599411664044 43.0770799923528 71.2484714725853
"27" 33.6953802244243 45.1134176108729 40.7346318611249 52.8797321537986 35.7051782327895 36.914792317638
"28" 16.5566057782056 55.4428005726593 26.6036918759505 40.1089732549916 32.8232808093152 39.3515873414182
"29" 43.8166197918014 50.7646460192737 32.7235324310289 71.9204265610791 45.3673407352013 51.8646309289897
"30" 48.5073795015334 60.7459545728065 33.5472223726022 59.8011307766731 51.7199761107012 64.1748916227058
"31" 34.6641095105044 58.803154158597 33.8962690333662 44.1464745903783 29.6867001692526 39.8577248937021
"32" 30.3754755697594 60.672454184455 36.7907629326525 57.0321278557744 26.2160164256934 64.3735313346579
"33" 38.1306685973934 54.9006623671036 38.1337040828332 41.2174172132618 29.5600250817396 70.2044683320066
"34" 44.0595720759957 51.5779601099119 20.8602920788958 54.7997959742994 37.6668317376378 61.9893026078143
"35" 25.0568243199861 44.2488001385665 31.8031502231555 41.5789870531999 18.3625049259352 38.417669761562
"36" 30.8289341019664 55.7365047363334 23.4363664832085 58.2976283663889 27.1226677955629 44.0314125042282
"37" 43.7370425985136 52.5033063950008 26.2968741101539 40.7554058347359 48.9146650734019 61.58613616998
"38" 43.6826832870602 63.7819459780317 -7.82789348470203e-05 50.1385685911323 9.56467422484875 62.0893016894928
"39" 32.2083331083555 49.7870395819836 31.927481714136 55.3251542932409 27.7520745959167 48.0555928177799
"40" 45.5839110950886 51.1266676095673 23.5989847322316 43.3286786894402 39.2888924264475 42.385658433456
"41" 15.8640533892894 51.1759477437777 34.5400900969403 34.5446795993091 34.6931876856168 33.822173953075
"42" 18.7625623443664 39.5616001137168 25.4644738295891 41.4249974867198 35.3006133029382 35.7660766217857
"43" 26.0963103994488 35.5427218346761 21.1534269469742 36.7332750044487 28.6360502768298 42.1831253662534
"44" 15.6609906162203 50.2556962870233 33.2749251708792 57.4992878591785 40.9520160780962 64.7050268057742
"45" 22.9148635524073 49.5963577359597 17.839259045779 58.4503947250905 53.477866414199 60.5459583987645
"46" 32.2514803330117 44.9496179850702 39.2385327432035 35.4084593446198 26.6534446734387 55.357842738479
"47" 0.743889613217558 47.616802486239 33.9211253032033 40.6022075697138 18.2228634633844 43.9471786705115
"48" 24.1525890216869 46.1625116622626 50.1828182492366 55.5084606328418 33.5092810051748 54.2916296445082
"49" 27.6018380324341 46.7144950880318 26.8043115114112 32.2358296484521 17.4562052973952 76.2073266807331
"50" 18.2081498912774 47.6189798950625 9.48220608090806 38.8434110786349 35.1012800379085 51.3758135154251
